Company_Name,Leaders,No_of_Employee,Funding Type,Yr,Software Type,Industry,Category,Size,Website,LinkedIn,Address
Limo Anywhere,Sean Arena,11-50 employees,Acquired,Founded: 2004,B2B SaaS,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,Small,www.limoanywhere.com,https://www.linkedin.com/company/limoanywhere/about/,"1341 W Mockingbird Lane, Suite 750W, Dallas, Texas 75247"
linedanceAI,Mohamed Elwazer,1-10 employees,Other,Founded: 2013,B2B SaaS,Education,eLearning,Startup,www.kintrans.com,https://www.linkedin.com/company/linedanceai/about/,"2100 N Greenville Ave, Richardson, Texas 75082, US"
Childcare CRM,Matt Amoia,11-50 employees,Private Equity funding,Founded: 2009,B2B SaaS,Horizontal,Sales and Marketing,Small,www.childcarecrm.com,https://www.linkedin.com/company/child-care-crm/about/,"433 E Las Colinas Blvd Suite 650, Irving, TX 75039"
Livemindz,Swathi Nelabhatla,51-200 employees,Self-funded,Founded: 2013,B2B SaaS,Horizontal,Document Management,Medium,www.livemindz.com,https://www.linkedin.com/company/livemindz/about/,"600 E John Carpenter Fwy, Irving, Texas 75062, US"
LoanBeam,Bill Neville,51-200 employees,Other,Founded: 2005,B2B SaaS,Financial Services,Document Management,Medium,loanlogics.com,https://www.linkedin.com/company/loanlogics/about/,"15851 N. Dallas Parkway, Addison, TX 75001"
Logile,Purna Mishra,51-200 employees,Self-funded,Founded: 2005,B2B SaaS,Retail,HR and Recruiting,Medium,www.logile.com,https://www.linkedin.com/company/logile-inc-/about/,"2600 E. Southlake Blvd., Suite 120, Southlake, Texas 76092"
Lone Star Analysis,Steve Roemerman,51-200 employees,Self-funded,Founded: 2004,B2B SaaS,Horizontal,Analytics and BI,Medium,www.lone-star.com,https://www.linkedin.com/company/lone-star-aerospace/about/,"4555 Excel Parkway, Suite 500, Addison, TX 75001, US"
Lone Wolf Technologies,Jimmy Kelly,201-500 employees,Private Equity funding,Founded: 1989,B2B SaaS,Real Estate & Property Mgt.,Practice Management,Medium,www.lwolf.com,https://www.linkedin.com/company/getlwolf/about/,"717 N Harwood St, Suite 2200, Dallas, TX  75201"
Lookout Software,Kevin Taggart,11-50 employees,Acquired,Founded: 2003,B2B SaaS,Horizontal,Practice Management,Small,www.lookoutsoftware.com,https://www.linkedin.com/company/lookout-software/about/,"6060 North Central Expressway, Suite 500, Dallas, TX 75206"
Loopback Analytics,Neil Smiley,11-50 employees,Private Equity funding,Founded: 2009,B2B SaaS,Healthcare,Analytics and BI,Small,www.loopbackanalytics.com,https://www.linkedin.com/company/loopbackanalytics/about/,"14900 Landmark Blvd, Suite 240, Dallas, TX 75254"
LoudCloud Systems,Jeff Jasenof,51-200 employees,Acquired,Founded: 2010,B2B SaaS,Education,eLearning,Medium,www.loudcloudsystems.com,https://www.linkedin.com/company/loudcloud-systems-inc-/about/,"5720 Lyndon B Johnson Freeway, Dallas, TX 75240"
"LTK, formerly rewardStyle",Baxter Box,501-1000 employees,VC-funded,Founded: 2011,B2B SaaS,Retail,Sales and Marketing,Large,about.rewardstyle.com,https://www.linkedin.com/company/rewardstyle/about/,"3102 Oak Lawn Avenue, Dallas, TX 75219"
Lucid,Patrick Comer,501-1000 employees,Acquired,Founded: 2010,B2B SaaS,Horizontal,Document Management,Large,luc.id,https://www.linkedin.com/company/lucidhq/about/,"7300 Lone Star Drive , Suite C200, Plano, Texas 75024, US"
Lucid IQ,Richard Spies,11-50 employees,Self-funded,Founded: 1999,B2B SaaS,Legal,Practice Management,Small,www.lucidiq.com,https://www.linkedin.com/company/lucid-iq/about/,"2201 Main St. Suite 1120, Dallas TX 75201"
Lucid Technologies,Shashidhar Devireddy,201-500 employees,Self-funded,Founded: 2004,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.lucidtechinc.com,https://www.linkedin.com/company/lucid-technologies-inc/about/,"8600 Freeport Pkwy, Suite 300, Irving, TX 75063, US"
Lumel,Gopal Krishnamurthy,51-200 employees,Self-funded,Founded: 2021,B2B SaaS,Horizontal,Analytics and BI,Medium,lumel.com,https://www.linkedin.com/company/lumeltech/about/,"5920 Windhaven Pkwy, #130, Plano TX 75093"
LunchPro,Patrick Coffin,1-10 employees,Self-funded,Founded: 2013,B2B SaaS,Healthcare,Practice Management,Startup,www.lunchpro.com,https://www.linkedin.com/company/icup/about/,"8111 LBJ Fwy, Suite 1460, Dallas, Texas 75251, US"
Lymba,Dan Moldovan,11-50 employees,Other,Founded: 2005,B2B SaaS,Horizontal,Document Management,Small,www.lymba.com,https://www.linkedin.com/company/lymba/about/,"901 Waterfall Way, Bldg 5 Richardson, TX 75080"
Lyniate,Erkan Akyuz,51-200 employees,Self-funded,Founded: 1997,B2B SaaS,Healthcare,Cloud and Software Dev Tools,Medium,lyniate.com,https://www.linkedin.com/company/lyniate/about/,"3010 Gaylord Parkway Suite 320 Frisco, TX 75034"
M-Files,Antti Nivala,501-1000 employees,VC-funded,Founded: 1989,B2B SaaS,Horizontal,Document Management,Large,www.m-files.com,https://www.linkedin.com/company/m-files-corporation/about/,"6400 International Parkway, Suite 2500, Plano, TX 75093"
Magnitude Software,Bas Kamphuis,501-1000 employees,Acquired,Founded: 2014,B2B SaaS,Horizontal,Analytics and BI,Large,magnitudesoftware.com,https://www.linkedin.com/company/magnitude-software/about/,"2201 W. Royal Lane, Irving, TX 75063"
Mambo,Deanna Charles,1-10 employees,Self-funded,Founded: 2015,B2B SaaS,Horizontal,Communications,Startup,www.dothemambo.com,https://www.linkedin.com/company/mambo-llc/about/,"3419 Westminster Ave, Dallas, Texas 75205, US"
MAR Solutions,Sue Brant,11-50 employees,Self-funded,Founded: 1999,B2B SaaS,Healthcare,Practice Management,Small,www.marsolutions.com,https://www.linkedin.com/company/mar-solutions-llc/about/,"Arlington, TX"
Marquis Software,Susan Faulkner,201-500 employees,Acquired,Founded: 1987,B2B SaaS,Financial Services,Business Mgt and ERP,Medium,www.gomarquis.com,https://www.linkedin.com/company/marquis-software-solutions/about/,"5208 Tennyson Pkwy , Suite 120, Plano, TX 75024"
MAS Direct Network,Jack Lucas,1-10 employees,Self-funded,Founded: 1996,B2B SaaS,Agriculture,Point of Sale,Startup,www.masdirect.com,https://www.linkedin.com/company/mas-direct-inc-/about/,"10311 Garland Rd, Dallas, Texas 75218, US"
Masergy,Chris MacFarland,501-1000 employees,Acquired,Founded: 2000,B2B SaaS,Horizontal,IT Mgt,Large,www.masergy.com,https://www.linkedin.com/company/masergy-communications/about/,"2740 North Dallas Parkway, Plano, TX 75093"
Maxxsure,Srik Soogoor,51-200 employees,Angel or Seed Funding,Founded: 2016,B2B SaaS,Horizontal,Cybersecurity,Medium,www.maxxsure.com,https://www.linkedin.com/company/maxxsure-llc/about/,"4570 Westgrove Drive, Suite 235, Addison, Texas 75001"
McAfee,Peter Leav,5001-10000 employees,Acquired,Founded: 1987,B2B SaaS,Horizontal,Cybersecurity,Large,www.mcafee.com,https://www.linkedin.com/company/mcafee/about/,"5000 Headquarters Dr, Plano, TX 75024"
McKesson,Brian Tyler,"10,001+ employees",Public,Founded: 1833,B2B SaaS,Healthcare,Practice Management,Large,www.mckesson.com,https://www.linkedin.com/company/mckesson/about/,"6555 State Highway 161, Irving, Texas 75039"
MDaemon Technologies,Alan Nauman,11-50 employees,Acquired,Founded: 1996,B2B SaaS,Horizontal,IT Mgt,Small,www.altn.com,https://www.linkedin.com/company/mdaemon-technologies/about/,"4550 State Hwy 360, Suite 100, Grapevine, TX 76051, US"
MealSuite,Sean Rowe,51-200 employees,Self-funded,Founded: 1984,B2B SaaS,"Entertainment, Hospitality, Travel",Business Mgt and ERP,Medium,mealsuite.com,https://www.linkedin.com/company/meal-suite/about/,"3330 Keller Springs, Suite 205 Carrollton, TX 75006"
MedeAnalytics,Paul Kaiser,201-500 employees,Acquired,Founded: 1993,B2B SaaS,Healthcare,Analytics and BI,Medium,www.medeanalytics.com,https://www.linkedin.com/company/medeanalytics-inc/about/,"501 W President George Bush Highway, Suite 250 Richardson, TX 75080"
Medecision,Deborah Gage,201-500 employees,Acquired,Founded: 1988,B2B SaaS,Healthcare,Practice Management,Medium,www.medecision.com,https://www.linkedin.com/company/medecision/about/,"8111 Preston Rd, Suite 900, Dallas, TX 75225"
medQ,Nilesh Kalidas,11-50 employees,Self-funded,Founded: 1996,B2B SaaS,Healthcare,Practice Management,Small,medq.com,https://www.linkedin.com/company/medq-inc/about/,"1400 Preston Rd, Suite 400, Plano, Texas 7509"
MembershipWorks,Karen Boyer Kuah,1-10 employees,Self-funded,Founded: 2011,B2B SaaS,Horizontal,Practice Management,Startup,www.membershipworks.com,https://www.linkedin.com/company/membershipworks/about/,2626 Cole Ave Ste 300 Dallas TX 75204
Mercado,Rob Garrison,1001-5000 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,Horizontal,Logistics and Supply Chain,Large,www.mercadolabs.com,https://www.linkedin.com/company/mercadolabs/about/,"3102 Oak Lawn Ave, Dallas, Texas 75219, US"
MetaSearch Manager (Click) by Derbysoft,Ted Zhang,201-500 employees,VC-funded,Founded: 2002,B2B SaaS,"Entertainment, Hospitality, Travel",Sales and Marketing,Medium,www.derbysoft.com,http://www.linkedin.com/company/derbysoft/,"14800 Landmark Blvd, Suite 640, Dallas TX 75254"
Meteora,Stephanie Scala,11-50 employees,Self-funded,Founded: 2014,B2B SaaS,Horizontal,Sales and Marketing,Small,meteora.co,https://www.linkedin.com/company/meteora-media/about/,"2011 N. Collins – #601, Richardson, TX 75080, US"
Method R Corporation,Cary Millsap,1-10 employees,Self-funded,Founded: 2008,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,method-r.com,https://www.linkedin.com/company/method-r-corporation/about/,"Southlake, TX"
Microsoft,Satya Nadella,"10,001+ employees",Public,Founded: 1975,B2B SaaS,Horizontal,Business Mgt and ERP,Large,www.microsoft.com,https://www.linkedin.com/company/microsoft/about/,"7000 SR-161 (George Bush Turnpike), Dallas, TX, 75039"
MineralWare,Pete O'Brien,11-50 employees,Acquired,Founded: 2014,B2B SaaS,Financial Services,Document Management,Small,www.MineralWare.com,https://www.linkedin.com/company/mineralware/about/,"777 Taylor Street, Penthouse I, Fort Worth, TX 76102, US"
MinistryBrands,Pat O'Donnell,501-1000 employees,Acquired,Founded: 2012,B2B SaaS,Non-Profit,Business Mgt and ERP,Medium,www.ministrybrands.com,https://www.linkedin.com/company/ministry-brands/about/,"Addison, TX"
MinMax Technologies,Nand Singh,11-50 employees,Self-funded,Founded: 2007,B2B SaaS,"Energy, Gas, Oil, Utilities",Business Mgt and ERP,Small,www.minmaxtech.com,https://www.linkedin.com/company/minmax-technologies/about/,"5050 Quorum Drive, Suite 700, Dallas, Texas 75254"
Mitchell Internationals,Nina Smith,1001-5000 employees,Acquired,Founded: 1946,B2B SaaS,Horizontal,HR and Recruiting,Large,www.mitchell.com,https://www.linkedin.com/company/mitchell-international/about/,"1350 Lakeshore Dr, Coppell, TX 75019"
Mitel,Tarun Loomba,1001-5000 employees,Acquired,Founded: 1972,B2B SaaS,Horizontal,Communications,Large,www.mitel.com,https://www.linkedin.com/company/mitel/about/,"Plano, TX"
MobiCommerce,Rakesh Jain,11-50 employees,Self-funded,Founded: 2014,B2B SaaS,Retail,Sales and Marketing,Small,www.mobicommerce.net,https://www.linkedin.com/company/mobicommerceapp/about/,"667, East Royal Lane, Apt 1068, Irving, TX 75039,"
Modo,Bruce Parker,11-50 employees,VC-funded,Founded: 2010,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,modopayments.com,https://www.linkedin.com/company/modopayments/about/,"740 E Campbell Rd Ste 200, Richardson, TX 75081"
Mometic,Brent Gaynor,1-10 employees,Self-funded,Founded: 2014,B2B SaaS,Financial Services,Business Mgt and ERP,Startup,www.mometic.com,https://www.linkedin.com/company/mometic/about/,"Dallas, TX"
Monarc,Bhargav Maganti,1-10 employees,Angel or Seed Funding,Founded: 2015,B2B SaaS,Sports and Fitness,Automation,Startup,www.monarcsport.com,https://www.linkedin.com/company/monarc-inc/about/,"3901 Main St, 120, Dallas, Texas 75226, US"
MongoDB,Dev Ittycheria,1001-5000 employees,Public,Founded: 2007,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Large,www.mongodb.com,https://www.linkedin.com/company/mongodbinc/about/,"7700 Windrose Ave., Plano, TX 75024"
Mothernode CRM,Ken Pearson,11-50 employees,Self-funded,Founded: 2009,B2B SaaS,Horizontal,Sales and Marketing,Small,www.mothernode.com,https://www.linkedin.com/company/mothernode-/about/,"1155 W Wall Street, Suite 102, Grapevine, TX 76051"
Move-N Software,Rita Burgett,11-50 employees,Self-funded,Founded: 1996,B2B SaaS,Healthcare,Practice Management,Small,www.move-n.com,https://www.linkedin.com/company/move-n-software/about/,"2700 Brown Trail, Suite 3 Bedford, Texas 76021"
Mozula Technologies,Preet Randhawa,1-10 employees,Self-funded,Founded: 2003,B2B SaaS,Horizontal,Logistics and Supply Chain,Startup,www.mozula.com,https://www.linkedin.com/company/mozula-technologies/about/,"2435 N. Central Expressway, Suite 1200, Richardson, Texas 75080, US"
mroads,Manohar Kesireddy,51-200 employees,Self-funded,Founded: 2011,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.mroads.com,https://www.linkedin.com/company/mroads/about/,"5550 Granite Pkwy, #225, Plano, TX 75024"
MSL Insight,Null,1-10 employees,Self-funded,Founded: 2018,B2B SaaS,Healthcare,Communications,Startup,mslinsight.com,https://www.linkedin.com/company/msl-insight/about/,"307 East First Street, Suite 20, Prosper, Texas 75078, US"
Multiview,Scott Bedford,501-1000 employees,Acquired,Founded: 2000,B2B SaaS,Non-Profit,Sales and Marketing,Large,www.multiview.com,https://www.linkedin.com/company/multiview/about/,"7701 Las Colinas Ridge, Suite 800, Irving, TX 75063"
Music Audience Exchange - MAX,Nathan Hanks,51-200 employees,VC-funded,Founded: 2014,B2B SaaS,"Entertainment, Hospitality, Travel",Sales and Marketing,Medium,www.musicaudienceexchange.com,https://www.linkedin.com/company/music-audience-exchange/about/,"2595 Dallas Pkwy suite 440, Frisco, TX 75034"
MusicMaster,Laurie Knapp,11-50 employees,Self-funded,Founded: 1983,B2B SaaS,"Entertainment, Hospitality, Travel",Business Mgt and ERP,Small,www.musicmaster.com,https://www.linkedin.com/company/a-ware-software/about/,"Frisco, TX"
Navigator Business Solutions,Grant Fraser,51-200 employees,Self-funded,Founded: 2005,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,www.nbs-us.com,https://www.linkedin.com/company/navigator-business-solutions/about/,"Dallas, TX"
NectarOM,Amrit Kirpalani,11-50 employees,Angel or Seed Funding,Founded: 2014,B2B SaaS,Horizontal,Sales and Marketing,Small,www.nectarom.com,https://www.linkedin.com/company/nectar-online-media-inc/about/,"501 Elm Street, Suite #729, Dallas, Texas 75202"
NEMO-Q,Michael Berg,11-50 employees,Self-funded,Founded: 2002,B2B SaaS,Horizontal,Sales and Marketing,Small,www.nemo-q.com,https://www.linkedin.com/company/nemo-q/about/,"4023 W. University Dr. Building B., McKinney, TX 75071"
Netskope,Sanjay Beri,1001-5000 employees,Other,Founded: 2007,B2B SaaS,Horizontal,Cybersecurity,Large,www.netskope.com,https://www.linkedin.com/company/netskope/about/,"Dallas, TX"
Neuro Rehab VR,Veena Somareddy,1-10 employees,Angel or Seed Funding,Founded: 2017,B2B SaaS,Healthcare,Practice Management,Startup,www.neurorehabvr.com,https://www.linkedin.com/company/neuro-rehab-vr/about/,"6913 Camp Bowie Boulevard #173  Fort Worth, TX - 76116"
NextProcess,Greg Sheppard,51-200 employees,Self-funded,Founded: 2003,B2B SaaS,Horizontal,Accounting and Finance,Medium,www.nextprocess.com,https://www.linkedin.com/company/nextprocess/about/,"16000 Dallas Parkway Suite 825 Dallas, Tx 75248"
NEXXIO,David Vannoy,1-10 employees,Self-funded,Founded: 2002,B2B SaaS,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,Startup,nexxio.com,https://www.linkedin.com/company/nexxio/about/,"6800 Weiskopf Ave., Ste 150, McKinney, Texas 75070"
NoiseAware,Kevin Locraft,11-50 employees,VC-funded,Founded: 2015,B2B SaaS,Real Estate & Property Mgt.,On-Demand Services,Small,www.noiseaware.io,https://www.linkedin.com/company/noiseaware/about/,"2800 Routh St, Suite 215, Dallas, Texas 75201, US"
Now Cuisine,Adam Lloyd Cohen,1-10 employees,Self-funded,Founded: 2018,B2B SaaS,Food,Automation,Startup,www.nowcuisine.com,https://www.linkedin.com/company/nowcuisine/about/,"3232 McKinney Ave, Dallas, Texas 75204, US"
NPact (formerly Fusion Labs),Brian Greeley,51-200 employees,Other,Founded: 2000,B2B SaaS,Non-Profit,Business Mgt and ERP,Medium,npact.com,https://www.linkedin.com/company/npactsolutions/about/,"5580 Peterson Ln , Dallas , Texas 75240 , US"
Nuooly,Michael Roybal,1-10 employees,Self-funded,Founded: 2018,B2B SaaS,Horizontal,HR and Recruiting,Startup,nuooly.com,https://www.linkedin.com/company/nuooly/about/,"Dallas, TX"
o9 Solutions,Chakri Gottemukkala,1001-5000 employees,Private Equity funding,Founded: 2009,B2B SaaS,Horizontal,Analytics and BI,Large,www.o9solutions.com,https://www.linkedin.com/company/o9solutions/about/,"1501 Lyndon B. Johnson Freeway, Suite 140, Dallas, Texas 75234"
ObjectSpectrum,Eric Lenington,11-50 employees,Self-funded,Founded: 2016,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,www.objectspectrum.com,https://www.linkedin.com/company/objectspectrum/about/,"6160 Warren Parkway, Suite 100, Frisco, TX 75034"
Octopus Deploy,Paul Stovell,51-200 employees,VC-funded,Founded: 2012,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Medium,octopus.com,https://www.linkedin.com/company/octopus-deploy/about/,"Dallas, TX"
Omnitracs,Ray Greer,1001-5000 employees,Acquired,Founded: 1988,B2B SaaS,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,Large,www.omnitracs.com,https://www.linkedin.com/company/omnitracs/about/,"717 N. Harwood Street, Suite 1300, Dallas, Texas 75201"
On Touch Go,Bo Sijuade,11-50 employees,Angel or Seed Funding,Founded: 2019,B2B SaaS,Horizontal,Sales and Marketing,Small,www.ontouchgo.com,https://www.linkedin.com/company/ontouchgo/about/,"3400 Oak Grove Ave, Dallas, Texas 75204, US"
OnBlick,Krishna Garimella,51-200 employees,Self-funded,Founded: 2016,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.onblick.com,https://www.linkedin.com/company/onblick-inc/about/,"400 E Royal lane, Suite 218, Irving, TX 75039"
Once Accounting by BaCo Tech,Ford Baker,1-10 employees,Self-funded,Founded: 2019,B2B SaaS,Financial Services,Practice Management,Startup,www.bacotech.com,https://www.linkedin.com/company/baco-tech/about/,"14140 Midway Road, Suite 200, Farmers Branch, Texas 75244, US"
One Network Enterprises,Greg Brady,501-1000 employees,Self-funded,Founded: 2002,B2B SaaS,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,Large,www.onenetwork.com,https://www.linkedin.com/company/one-network-enterprises/about/,"4055 Valley View Ln #1000  Dallas, TX 75244"
